timestamp,value
1483200000,16128.875380000001
1483200600,19375.07599
1483201200,19006.68693
1483201800,18361.09422
1483202400,17872.34043
1483203000,17416.41337
1483203600,16993.31307
1483204200,16661.39818
1483204800,16227.355619999998
1483205400,15939.20973
1483206000,15435.866259999999
1483206600,15213.37386
1483207200,15169.60486
1483207800,14710.0304
1483208400,14421.8845
1483209000,14104.559269999998
1483209600,13965.95745
1483210200,13612.15805
1483210800,13535.56231
1483211400,13371.42857
1483212000,13196.352579999999
1483212600,13167.17325
1483213200,13137.99392
1483213800,12908.20669
1483214400,12820.66869
1483215000,13032.218840000001
1483215600,12926.44377
1483216200,12948.32827
1483216800,12922.79635
1483217400,12879.02736
1483218000,12806.079029999999
1483218600,12853.49544
1483219200,12842.55319
1483219800,13137.99392
1483220400,13203.647420000001
1483221000,13575.68389
1483221600,14068.08511
1483222200,13852.88754
1483222800,13626.74772
1483223400,13582.97872
1483224000,13539.20973
1483224600,12908.20669
1483225200,12342.85714
1483225800,11897.87234
1483226400,11551.36778
1483227000,11263.22188
1483227600,10719.75684
1483228200,10924.01216
1483228800,10949.54407
1483229400,11347.11246
1483230000,11733.7386
1483230600,11945.28875
1483231200,12029.179329999999
1483231800,12426.74772
1483232400,12871.73252
1483233000,13203.647420000001
1483233600,13542.85714
1483234200,14046.20061
1483234800,14392.70517
1483235400,14830.39514
1483236000,15238.905780000001
1483236600,15837.082069999999
1483237200,16059.57447
1483237800,16322.18845
1483238400,16774.468090000002
1483239000,17164.74164
1483239600,17507.59878
1483240200,17478.41945
1483240800,17792.09726
1483241400,17748.328269999998
1483242000,17963.525840000002
1483242600,18142.24924
1483243200,18131.30699
1483243800,18102.12766
1483244400,18156.83891
1483245000,18335.56231
1483245600,18204.25532
1483246200,18196.96049
1483246800,18466.8693
1483247400,18350.151980000002
1483248000,18331.91489
1483248600,18419.45289
1483249200,18310.0304
1483249800,18390.273559999998
1483250400,18353.79939
1483251000,18142.24924
1483251600,18113.06991
1483252200,18036.474159999998
1483252800,17996.352580000002
1483253400,17952.583590000002
1483254000,17894.22492
1483254600,17846.80851
1483255200,17525.83587
1483255800,17547.72036
1483256400,17770.21277
1483257000,17751.97568
1483257600,17646.20061
1483258200,17514.89362
1483258800,17325.22796
1483259400,17456.53495
1483260000,17449.24012
1483260600,17627.96353
1483261200,17708.20669
1483261800,18649.24012
1483262400,20192.09726
1483263000,22238.29787
1483263600,23613.37386
1483264200,24167.78116
1483264800,24455.92705
1483265400,24463.22188
1483266000,24000.0
1483266600,24251.671730000002
1483267200,24401.215809999998
1483267800,24598.17629
1483268400,24477.81155
1483269000,24729.48328
