timestamp,value
1483200000,20240.96386
1483200600,20131.08434
1483201200,19668.43373
1483201800,18899.27711
1483202400,18442.40964
1483203000,18130.12048
1483203600,17945.06024
1483204200,17459.27711
1483204800,17025.54217
1483205400,16794.21687
1483206000,16638.07229
1483206600,16395.18072
1483207200,16117.59036
1483207800,15822.6506
1483208400,15672.28916
1483209000,15597.108430000002
1483209600,15510.36145
1483210200,15336.86747
1483210800,15140.24096
1483211400,15059.277109999999
1483212000,15013.01205
1483212600,14897.3494
1483213200,14602.40964
1483213800,14590.843369999999
1483214400,14585.06024
1483215000,14452.048190000001
1483215600,14232.28916
1483216200,14157.108430000002
1483216800,14232.28916
1483217400,14243.855419999998
1483218000,14243.855419999998
1483218600,14105.06024
1483219200,14266.98795
1483219800,14353.73494
1483220400,14538.795180000001
1483221000,14862.6506
1483221600,14908.915659999999
1483222200,14729.63855
1483222800,14625.542169999999
1483223400,14480.96386
1483224000,14319.03614
1483224600,14018.31325
1483225200,13492.048190000001
1483225800,12630.36145
1483226400,11600.96386
1483227000,10640.96386
1483227600,10455.90361
1483228200,10496.385540000001
1483228800,10710.36145
1483229400,10837.59036
1483230000,10941.68675
1483230600,11178.79518
1483231200,11514.21687
1483231800,11959.51807
1483232400,12283.37349
1483233000,12427.951809999999
1483233600,12826.98795
1483234200,13121.92771
1483234800,13648.19277
1483235400,13850.60241
1483236000,14162.891569999998
1483236600,14428.915659999999
1483237200,14671.80723
1483237800,15036.144580000002
1483238400,15267.46988
1483239000,15244.33735
1483239600,15591.3253
1483240200,15816.86747
1483240800,15932.53012
1483241400,16053.9759
1483242000,16256.385540000001
1483242600,16354.6988
1483243200,16562.89157
1483243800,16522.40964
1483244400,16649.63855
1483245000,16869.39759
1483245600,17094.93976
1483246200,17418.79518
1483246800,17413.01205
1483247400,17436.14458
1483248000,17332.04819
1483248600,17465.06024
1483249200,17164.33735
1483249800,16979.27711
1483250400,17054.45783
1483251000,17048.6747
1483251600,16950.36145
1483252200,16823.132530000006
1483252800,16684.33735
1483253400,16678.554219999998
1483254000,16753.734940000002
1483254600,16805.78313
1483255200,16649.63855
1483255800,16586.0241
1483256400,16476.14458
1483257000,16296.86747
1483257600,16256.385540000001
1483258200,16250.60241
1483258800,16192.77108
1483259400,16343.13253
1483260000,16522.40964
1483260600,16765.3012
